resnet18,68,802816,802816,802816,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,200704,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,100352,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,50176,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,25088,512,1000
alexnet,21,193600,193600,46656,139968,139968,32448,64896,64896,43264,43264,43264,43264,9216,9216,9216,4096,4096,4096,4096,4096,1000
vgg16,39,3211264,3211264,3211264,3211264,802816,1605632,1605632,1605632,1605632,401408,802816,802816,802816,802816,802816,802816,200704,401408,401408,401408,401408,401408,401408,100352,100352,100352,100352,100352,100352,100352,25088,25088,4096,4096,4096,4096,4096,4096,1000
squeezenet1_0,65,1140576,1140576,279936,46656,46656,186624,186624,186624,186624,373248,46656,46656,186624,186624,186624,186624,373248,93312,93312,373248,373248,373248,373248,746496,186624,23328,23328,93312,93312,93312,93312,186624,34992,34992,139968,139968,139968,139968,279936,34992,34992,139968,139968,139968,139968,279936,46656,46656,186624,186624,186624,186624,373248,86528,10816,10816,43264,43264,43264,43264,86528,86528,169000,169000,1000
googlenet,196,802816,802816,802816,200704,200704,200704,200704,602112,602112,602112,150528,50176,50176,50176,75264,75264,75264,100352,100352,100352,12544,12544,12544,25088,25088,25088,150528,25088,25088,25088,200704,100352,100352,100352,100352,100352,100352,150528,150528,150528,25088,25088,25088,75264,75264,75264,200704,50176,50176,50176,376320,94080,37632,37632,37632,18816,18816,18816,40768,40768,40768,3136,3136,3136,9408,9408,9408,94080,12544,12544,12544,100352,31360,31360,31360,21952,21952,21952,43904,43904,43904,4704,4704,4704,12544,12544,12544,100352,12544,12544,12544,100352,25088,25088,25088,25088,25088,25088,50176,50176,50176,4704,4704,4704,12544,12544,12544,100352,12544,12544,12544,100352,21952,21952,21952,28224,28224,28224,56448,56448,56448,6272,6272,6272,12544,12544,12544,100352,12544,12544,12544,103488,50176,50176,50176,31360,31360,31360,62720,62720,62720,6272,6272,6272,25088,25088,25088,103488,25088,25088,25088,163072,40768,12544,12544,12544,7840,7840,7840,15680,15680,15680,1568,1568,1568,6272,6272,6272,40768,6272,6272,6272,40768,18816,18816,18816,9408,9408,9408,18816,18816,18816,2352,2352,2352,6272,6272,6272,40768,6272,6272,6272,50176,1024,1024,1000
mobilenet_v2,158,401408,401408,401408,401408,401408,401408,200704,200704,200704,1204224,1204224,1204224,301056,301056,301056,75264,75264,75264,451584,451584,451584,451584,451584,451584,75264,75264,75264,451584,451584,451584,112896,112896,112896,25088,25088,25088,150528,150528,150528,150528,150528,150528,25088,25088,25088,150528,150528,150528,150528,150528,150528,25088,25088,25088,150528,150528,150528,37632,37632,37632,12544,12544,12544,75264,75264,75264,75264,75264,75264,12544,12544,12544,75264,75264,75264,75264,75264,75264,12544,12544,12544,75264,75264,75264,75264,75264,75264,12544,12544,12544,75264,75264,75264,75264,75264,75264,18816,18816,18816,112896,112896,112896,112896,112896,112896,18816,18816,18816,112896,112896,112896,112896,112896,112896,18816,18816,18816,112896,112896,112896,28224,28224,28224,7840,7840,7840,47040,47040,47040,47040,47040,47040,7840,7840,7840,47040,47040,47040,47040,47040,47040,7840,7840,7840,47040,47040,47040,47040,47040,47040,15680,15680,15680,62720,62720,62720,1280,1000
